period_code,period_label,period_type,geography_code,geography_label,observation,measure,unit
2021-20-10,2021-20-10,day,K02000001,United Kingdom,"3,382",Number of flights,number
2021-21-10,2021-21-10,day,K02000001,United Kingdom,"3,685",Number of flights,number
2021-22-10,2021-22-10,day,K02000001,United Kingdom,"4,251",Number of flights,number
2021-23-10,2021-23-10,day,K02000001,United Kingdom,"3,530",Number of flights,number
2021-24-10,2021-24-10,day,K02000001,United Kingdom,"3,799",Number of flights,number
2021-25-10,2021-25-10,day,K02000001,United Kingdom,"3,738",Number of flights,number
2021-26-10,2021-26-10,day,K02000001,United Kingdom,"3,218",Number of flights,number
2021-27-10,2021-27-10,day,K02000001,United Kingdom,"3,449",Number of flights,number
2021-28-10,2021-28-10,day,K02000001,United Kingdom,"3,590",Number of flights,number
2021-29-10,2021-29-10,day,K02000001,United Kingdom,"4,106",Number of flights,number
2021-30-10,2021-30-10,day,K02000001,United Kingdom,"3,561",Number of flights,number
2021-31-10,2021-31-10,day,K02000001,United Kingdom,"4,001",Number of flights,number
2021-01-11,2021-01-11,day,K02000001,United Kingdom,"3,823",Number of flights,number
2021-02-11,2021-02-11,day,K02000001,United Kingdom,"3,273",Number of flights,number
2021-03-11,2021-03-11,day,K02000001,United Kingdom,"3,295",Number of flights,number
2021-04-11,2021-04-11,day,K02000001,United Kingdom,"3,515",Number of flights,number
2021-05-11,2021-05-11,day,K02000001,United Kingdom,"3,861",Number of flights,number
2021-06-11,2021-06-11,day,K02000001,United Kingdom,"2,952",Number of flights,number
2021-07-11,2021-07-11,day,K02000001,United Kingdom,"3,484",Number of flights,number
2021-08-11,2021-08-11,day,K02000001,United Kingdom,"3,524",Number of flights,number
2021-09-11,2021-09-11,day,K02000001,United Kingdom,"3,079",Number of flights,number
2021-10-11,2021-10-11,day,K02000001,United Kingdom,"3,097",Number of flights,number
2021-11-11,2021-11-11,day,K02000001,United Kingdom,"3,376",Number of flights,number
2021-12-11,2021-12-11,day,K02000001,United Kingdom,"3,744",Number of flights,number
2021-13-11,2021-13-11,day,K02000001,United Kingdom,"2,755",Number of flights,number
2021-14-11,2021-14-11,day,K02000001,United Kingdom,"3,414",Number of flights,number
2021-15-11,2021-15-11,day,K02000001,United Kingdom,"3,517",Number of flights,number
2021-16-11,2021-16-11,day,K02000001,United Kingdom,"3,084",Number of flights,number
2021-17-11,2021-17-11,day,K02000001,United Kingdom,"3,072",Number of flights,number
2021-18-11,2021-18-11,day,K02000001,United Kingdom,"3,306",Number of flights,number
2021-19-11,2021-19-11,day,K02000001,United Kingdom,"3,768",Number of flights,number
2021-20-11,2021-20-11,day,K02000001,United Kingdom,"2,803",Number of flights,number
2021-21-11,2021-21-11,day,K02000001,United Kingdom,"3,323",Number of flights,number
2021-22-11,2021-22-11,day,K02000001,United Kingdom,"3,475",Number of flights,number
2021-23-11,2021-23-11,day,K02000001,United Kingdom,"3,022",Number of flights,number
2021-24-11,2021-24-11,day,K02000001,United Kingdom,"3,051",Number of flights,number
2021-25-11,2021-25-11,day,K02000001,United Kingdom,"3,409",Number of flights,number
2021-26-11,2021-26-11,day,K02000001,United Kingdom,"3,546",Number of flights,number
2021-27-11,2021-27-11,day,K02000001,United Kingdom,"2,604",Number of flights,number
2021-28-11,2021-28-11,day,K02000001,United Kingdom,"3,259",Number of flights,number
2021-29-11,2021-29-11,day,K02000001,United Kingdom,"3,555",Number of flights,number
2021-30-11,2021-30-11,day,K02000001,United Kingdom,"2,953",Number of flights,number
2021-01-12,2021-01-12,day,K02000001,United Kingdom,"3,025",Number of flights,number
2021-02-12,2021-02-12,day,K02000001,United Kingdom,"3,367",Number of flights,number
2021-03-12,2021-03-12,day,K02000001,United Kingdom,"3,622",Number of flights,number
2021-04-12,2021-04-12,day,K02000001,United Kingdom,"2,812",Number of flights,number
2021-05-12,2021-05-12,day,K02000001,United Kingdom,"3,291",Number of flights,number
2021-06-12,2021-06-12,day,K02000001,United Kingdom,"3,477",Number of flights,number
2021-07-12,2021-07-12,day,K02000001,United Kingdom,"2,765",Number of flights,number
2021-08-12,2021-08-12,day,K02000001,United Kingdom,"3,051",Number of flights,number
2021-09-12,2021-09-12,day,K02000001,United Kingdom,"3,348",Number of flights,number
2021-10-12,2021-10-12,day,K02000001,United Kingdom,"3,888",Number of flights,number
2021-11-12,2021-11-12,day,K02000001,United Kingdom,"3,067",Number of flights,number
2021-12-12,2021-12-12,day,K02000001,United Kingdom,"3,512",Number of flights,number
2021-13-12,2021-13-12,day,K02000001,United Kingdom,"3,655",Number of flights,number
2021-14-12,2021-14-12,day,K02000001,United Kingdom,"3,291",Number of flights,number
2021-15-12,2021-15-12,day,K02000001,United Kingdom,"3,504",Number of flights,number
2021-16-12,2021-16-12,day,K02000001,United Kingdom,"3,848",Number of flights,number
2021-17-12,2021-17-12,day,K02000001,United Kingdom,"4,446",Number of flights,number
2021-18-12,2021-18-12,day,K02000001,United Kingdom,"3,467",Number of flights,number
2021-19-12,2021-19-12,day,K02000001,United Kingdom,"3,709",Number of flights,number
2021-20-12,2021-20-12,day,K02000001,United Kingdom,"4,021",Number of flights,number
2021-21-12,2021-21-12,day,K02000001,United Kingdom,"3,581",Number of flights,number
2021-22-12,2021-22-12,day,K02000001,United Kingdom,"3,667",Number of flights,number
2021-23-12,2021-23-12,day,K02000001,United Kingdom,"3,767",Number of flights,number
2021-24-12,2021-24-12,day,K02000001,United Kingdom,"2,849",Number of flights,number
2021-25-12,2021-25-12,day,K02000001,United Kingdom,934,Number of flights,number
2021-26-12,2021-26-12,day,K02000001,United Kingdom,"3,135",Number of flights,number
2021-27-12,2021-27-12,day,K02000001,United Kingdom,"3,568",Number of flights,number
2021-28-12,2021-28-12,day,K02000001,United Kingdom,"3,238",Number of flights,number
2021-29-12,2021-29-12,day,K02000001,United Kingdom,"3,224",Number of flights,number
2021-30-12,2021-30-12,day,K02000001,United Kingdom,"3,358",Number of flights,number
2021-31-12,2021-31-12,day,K02000001,United Kingdom,"2,904",Number of flights,number
2022-01-01,2022-01-01,day,K02000001,United Kingdom,"2,501",Number of flights,number
2022-02-01,2022-02-01,day,K02000001,United Kingdom,"3,685",Number of flights,number
2022-03-01,2022-03-01,day,K02000001,United Kingdom,"3,745",Number of flights,number
2022-04-01,2022-04-01,day,K02000001,United Kingdom,"3,313",Number of flights,number
2022-05-01,2022-05-01,day,K02000001,United Kingdom,"3,166",Number of flights,number
2022-06-01,2022-06-01,day,K02000001,United Kingdom,"3,113",Number of flights,number
2022-07-01,2022-07-01,day,K02000001,United Kingdom,"3,483",Number of flights,number
2022-08-01,2022-08-01,day,K02000001,United Kingdom,"3,016",Number of flights,number
2022-09-01,2022-09-01,day,K02000001,United Kingdom,"3,465",Number of flights,number
2022-10-01,2022-10-01,day,K02000001,United Kingdom,"2,588",Number of flights,number
2022-11-01,2022-11-01,day,K02000001,United Kingdom,"2,187",Number of flights,number
2022-12-01,2022-12-01,day,K02000001,United Kingdom,"2,153",Number of flights,number
2022-13-01,2022-13-01,day,K02000001,United Kingdom,"2,427",Number of flights,number
2022-14-01,2022-14-01,day,K02000001,United Kingdom,"2,752",Number of flights,number
2022-15-01,2022-15-01,day,K02000001,United Kingdom,"2,312",Number of flights,number
2022-16-01,2022-16-01,day,K02000001,United Kingdom,"2,681",Number of flights,number
2022-17-01,2022-17-01,day,K02000001,United Kingdom,"2,410",Number of flights,number
2022-18-01,2022-18-01,day,K02000001,United Kingdom,"2,037",Number of flights,number
2022-19-01,2022-19-01,day,K02000001,United Kingdom,"2,084",Number of flights,number
2022-20-01,2022-20-01,day,K02000001,United Kingdom,"2,408",Number of flights,number
2022-21-01,2022-21-01,day,K02000001,United Kingdom,"2,801",Number of flights,number
2022-22-01,2022-22-01,day,K02000001,United Kingdom,"2,361",Number of flights,number
2022-23-01,2022-23-01,day,K02000001,United Kingdom,"2,697",Number of flights,number
2022-24-01,2022-24-01,day,K02000001,United Kingdom,"2,397",Number of flights,number
2022-25-01,2022-25-01,day,K02000001,United Kingdom,"2,040",Number of flights,number
2022-26-01,2022-26-01,day,K02000001,United Kingdom,"2,093",Number of flights,number
2022-27-01,2022-27-01,day,K02000001,United Kingdom,"2,413",Number of flights,number
2022-28-01,2022-28-01,day,K02000001,United Kingdom,"2,769",Number of flights,number
2022-29-01,2022-29-01,day,K02000001,United Kingdom,"2,261",Number of flights,number
2022-30-01,2022-30-01,day,K02000001,United Kingdom,"2,670",Number of flights,number
2022-31-01,2022-31-01,day,K02000001,United Kingdom,"2,429",Number of flights,number
2022-01-02,2022-01-02,day,K02000001,United Kingdom,"2,434",Number of flights,number
2022-02-02,2022-02-02,day,K02000001,United Kingdom,"2,580",Number of flights,number
2022-03-02,2022-03-02,day,K02000001,United Kingdom,"2,848",Number of flights,number
2022-04-02,2022-04-02,day,K02000001,United Kingdom,"3,238",Number of flights,number
2022-05-02,2022-05-02,day,K02000001,United Kingdom,"2,762",Number of flights,number
2022-06-02,2022-06-02,day,K02000001,United Kingdom,"3,214",Number of flights,number
2022-07-02,2022-07-02,day,K02000001,United Kingdom,"3,037",Number of flights,number
2022-08-02,2022-08-02,day,K02000001,United Kingdom,"2,638",Number of flights,number
2022-09-02,2022-09-02,day,K02000001,United Kingdom,"2,668",Number of flights,number
2022-10-02,2022-10-02,day,K02000001,United Kingdom,"3,325",Number of flights,number
2022-11-02,2022-11-02,day,K02000001,United Kingdom,"3,989",Number of flights,number
2022-12-02,2022-12-02,day,K02000001,United Kingdom,"3,602",Number of flights,number
2022-13-02,2022-13-02,day,K02000001,United Kingdom,"3,537",Number of flights,number
2022-14-02,2022-14-02,day,K02000001,United Kingdom,"3,422",Number of flights,number
2022-15-02,2022-15-02,day,K02000001,United Kingdom,"2,960",Number of flights,number
2022-16-02,2022-16-02,day,K02000001,United Kingdom,"2,879",Number of flights,number
2022-17-02,2022-17-02,day,K02000001,United Kingdom,"3,389",Number of flights,number
2022-18-02,2022-18-02,day,K02000001,United Kingdom,"2,902",Number of flights,number
2022-19-02,2022-19-02,day,K02000001,United Kingdom,"3,819",Number of flights,number
2022-20-02,2022-20-02,day,K02000001,United Kingdom,"3,743",Number of flights,number
2022-21-02,2022-21-02,day,K02000001,United Kingdom,"3,383",Number of flights,number
2022-22-02,2022-22-02,day,K02000001,United Kingdom,"3,083",Number of flights,number
2022-23-02,2022-23-02,day,K02000001,United Kingdom,"3,066",Number of flights,number
2022-24-02,2022-24-02,day,K02000001,United Kingdom,"3,421",Number of flights,number
2022-25-02,2022-25-02,day,K02000001,United Kingdom,"3,863",Number of flights,number
2022-26-02,2022-26-02,day,K02000001,United Kingdom,"3,202",Number of flights,number
2022-27-02,2022-27-02,day,K02000001,United Kingdom,"3,754",Number of flights,number
2022-28-02,2022-28-02,day,K02000001,United Kingdom,"3,659",Number of flights,number
2022-01-03,2022-01-03,day,K02000001,United Kingdom,"3,243",Number of flights,number
2022-02-03,2022-02-03,day,K02000001,United Kingdom,"3,338",Number of flights,number
2022-03-03,2022-03-03,day,K02000001,United Kingdom,"3,641",Number of flights,number
2022-04-03,2022-04-03,day,K02000001,United Kingdom,"4,074",Number of flights,number
2022-05-03,2022-05-03,day,K02000001,United Kingdom,"3,437",Number of flights,number
2022-06-03,2022-06-03,day,K02000001,United Kingdom,"3,805",Number of flights,number
2022-07-03,2022-07-03,day,K02000001,United Kingdom,"3,793",Number of flights,number
2022-08-03,2022-08-03,day,K02000001,United Kingdom,"3,400",Number of flights,number
2022-09-03,2022-09-03,day,K02000001,United Kingdom,"3,367",Number of flights,number
2022-10-03,2022-10-03,day,K02000001,United Kingdom,"3,807",Number of flights,number
2022-11-03,2022-11-03,day,K02000001,United Kingdom,"4,111",Number of flights,number
2022-12-03,2022-12-03,day,K02000001,United Kingdom,"3,453",Number of flights,number
2022-13-03,2022-13-03,day,K02000001,United Kingdom,"3,921",Number of flights,number
2022-14-03,2022-14-03,day,K02000001,United Kingdom,"3,883",Number of flights,number
2022-15-03,2022-15-03,day,K02000001,United Kingdom,"3,516",Number of flights,number
2022-16-03,2022-16-03,day,K02000001,United Kingdom,"3,501",Number of flights,number
2022-17-03,2022-17-03,day,K02000001,United Kingdom,"3,842",Number of flights,number
2022-18-03,2022-18-03,day,K02000001,United Kingdom,"4,239",Number of flights,number
2022-19-03,2022-19-03,day,K02000001,United Kingdom,"3,550",Number of flights,number
2022-20-03,2022-20-03,day,K02000001,United Kingdom,"3,913",Number of flights,number
2022-21-03,2022-21-03,day,K02000001,United Kingdom,"3,908",Number of flights,number
2022-22-03,2022-22-03,day,K02000001,United Kingdom,"3,473",Number of flights,number
2022-23-03,2022-23-03,day,K02000001,United Kingdom,"3,553",Number of flights,number
2022-24-03,2022-24-03,day,K02000001,United Kingdom,"3,813",Number of flights,number
2022-25-03,2022-25-03,day,K02000001,United Kingdom,"4,227",Number of flights,number
2022-26-03,2022-26-03,day,K02000001,United Kingdom,"3,573",Number of flights,number
2022-27-03,2022-27-03,day,K02000001,United Kingdom,"4,390",Number of flights,number
2022-28-03,2022-28-03,day,K02000001,United Kingdom,"4,748",Number of flights,number
2022-29-03,2022-29-03,day,K02000001,United Kingdom,"4,578",Number of flights,number
2022-30-03,2022-30-03,day,K02000001,United Kingdom,"4,397",Number of flights,number
2022-31-03,2022-31-03,day,K02000001,United Kingdom,"4,616",Number of flights,number
2022-01-04,2022-01-04,day,K02000001,United Kingdom,"4,916",Number of flights,number
2022-02-04,2022-02-04,day,K02000001,United Kingdom,"4,337",Number of flights,number
2022-03-04,2022-03-04,day,K02000001,United Kingdom,"4,524",Number of flights,number
2022-04-04,2022-04-04,day,K02000001,United Kingdom,"4,835",Number of flights,number
2022-05-04,2022-05-04,day,K02000001,United Kingdom,"4,582",Number of flights,number
2022-06-04,2022-06-04,day,K02000001,United Kingdom,"4,761",Number of flights,number
2022-07-04,2022-07-04,day,K02000001,United Kingdom,"4,874",Number of flights,number
2022-08-04,2022-08-04,day,K02000001,United Kingdom,"5,095",Number of flights,number
2022-09-04,2022-09-04,day,K02000001,United Kingdom,"4,518",Number of flights,number
2022-10-04,2022-10-04,day,K02000001,United Kingdom,"4,718",Number of flights,number
2022-11-04,2022-11-04,day,K02000001,United Kingdom,"4,956",Number of flights,number
2022-12-04,2022-12-04,day,K02000001,United Kingdom,"4,791",Number of flights,number
2022-13-04,2022-13-04,day,K02000001,United Kingdom,"4,752",Number of flights,number
2022-14-04,2022-14-04,day,K02000001,United Kingdom,"5,042",Number of flights,number
2022-15-04,2022-15-04,day,K02000001,United Kingdom,"4,895",Number of flights,number
2022-16-04,2022-16-04,day,K02000001,United Kingdom,"4,309",Number of flights,number
2022-17-04,2022-17-04,day,K02000001,United Kingdom,"4,550",Number of flights,number
2022-18-04,2022-18-04,day,K02000001,United Kingdom,"4,929",Number of flights,number
2022-19-04,2022-19-04,day,K02000001,United Kingdom,"4,920",Number of flights,number
2022-20-04,2022-20-04,day,K02000001,United Kingdom,"4,845",Number of flights,number
2022-21-04,2022-21-04,day,K02000001,United Kingdom,"4,894",Number of flights,number
2022-22-04,2022-22-04,day,K02000001,United Kingdom,"5,119",Number of flights,number
2022-23-04,2022-23-04,day,K02000001,United Kingdom,"4,266",Number of flights,number
2022-24-04,2022-24-04,day,K02000001,United Kingdom,"4,737",Number of flights,number
2022-25-04,2022-25-04,day,K02000001,United Kingdom,"4,956",Number of flights,number
2022-26-04,2022-26-04,day,K02000001,United Kingdom,"4,854",Number of flights,number
2022-27-04,2022-27-04,day,K02000001,United Kingdom,"4,830",Number of flights,number
2022-28-04,2022-28-04,day,K02000001,United Kingdom,"5,060",Number of flights,number
2022-29-04,2022-29-04,day,K02000001,United Kingdom,"5,351",Number of flights,number
2022-30-04,2022-30-04,day,K02000001,United Kingdom,"4,451",Number of flights,number
2022-01-05,2022-01-05,day,K02000001,United Kingdom,"4,870",Number of flights,number
2022-02-05,2022-02-05,day,K02000001,United Kingdom,"5,274",Number of flights,number
2022-03-05,2022-03-05,day,K02000001,United Kingdom,"5,131",Number of flights,number
2022-04-05,2022-04-05,day,K02000001,United Kingdom,"5,098",Number of flights,number
2022-05-05,2022-05-05,day,K02000001,United Kingdom,"5,388",Number of flights,number
2022-06-05,2022-06-05,day,K02000001,United Kingdom,"5,575",Number of flights,number
2022-07-05,2022-07-05,day,K02000001,United Kingdom,"4,675",Number of flights,number
2022-08-05,2022-08-05,day,K02000001,United Kingdom,"5,148",Number of flights,number
2022-09-05,2022-09-05,day,K02000001,United Kingdom,"5,402",Number of flights,number
2022-10-05,2022-10-05,day,K02000001,United Kingdom,"5,193",Number of flights,number
2022-11-05,2022-11-05,day,K02000001,United Kingdom,"5,227",Number of flights,number
2022-12-05,2022-12-05,day,K02000001,United Kingdom,"5,428",Number of flights,number
2022-13-05,2022-13-05,day,K02000001,United Kingdom,"5,636",Number of flights,number
2022-14-05,2022-14-05,day,K02000001,United Kingdom,"4,851",Number of flights,number
2022-15-05,2022-15-05,day,K02000001,United Kingdom,"5,169",Number of flights,number
2022-16-05,2022-16-05,day,K02000001,United Kingdom,"5,417",Number of flights,number
2022-17-05,2022-17-05,day,K02000001,United Kingdom,"5,294",Number of flights,number
2022-18-05,2022-18-05,day,K02000001,United Kingdom,"5,315",Number of flights,number
2022-19-05,2022-19-05,day,K02000001,United Kingdom,"5,540",Number of flights,number
2022-20-05,2022-20-05,day,K02000001,United Kingdom,"5,610",Number of flights,number
2022-21-05,2022-21-05,day,K02000001,United Kingdom,"4,929",Number of flights,number
2022-22-05,2022-22-05,day,K02000001,United Kingdom,"5,309",Number of flights,number
2022-23-05,2022-23-05,day,K02000001,United Kingdom,"5,572",Number of flights,number
2022-24-05,2022-24-05,day,K02000001,United Kingdom,"5,383",Number of flights,number
2022-25-05,2022-25-05,day,K02000001,United Kingdom,"5,530",Number of flights,number
2022-26-05,2022-26-05,day,K02000001,United Kingdom,"5,724",Number of flights,number
2022-27-05,2022-27-05,day,K02000001,United Kingdom,"6,130",Number of flights,number
2022-28-05,2022-28-05,day,K02000001,United Kingdom,"5,387",Number of flights,number
2022-29-05,2022-29-05,day,K02000001,United Kingdom,"5,446",Number of flights,number
2022-30-05,2022-30-05,day,K02000001,United Kingdom,"5,826",Number of flights,number
2022-31-05,2022-31-05,day,K02000001,United Kingdom,"5,522",Number of flights,number
2022-01-06,2022-01-06,day,K02000001,United Kingdom,"5,723",Number of flights,number
2022-02-06,2022-02-06,day,K02000001,United Kingdom,"5,635",Number of flights,number
2022-03-06,2022-03-06,day,K02000001,United Kingdom,"5,612",Number of flights,number
2022-04-06,2022-04-06,day,K02000001,United Kingdom,"5,177",Number of flights,number
2022-05-06,2022-05-06,day,K02000001,United Kingdom,"5,679",Number of flights,number
2022-06-06,2022-06-06,day,K02000001,United Kingdom,"5,970",Number of flights,number
2022-07-06,2022-07-06,day,K02000001,United Kingdom,"5,699",Number of flights,number
2022-08-06,2022-08-06,day,K02000001,United Kingdom,"5,609",Number of flights,number
2022-09-06,2022-09-06,day,K02000001,United Kingdom,"5,882",Number of flights,number
2022-10-06,2022-10-06,day,K02000001,United Kingdom,"5,989",Number of flights,number
2022-11-06,2022-11-06,day,K02000001,United Kingdom,"5,205",Number of flights,number
2022-12-06,2022-12-06,day,K02000001,United Kingdom,"5,570",Number of flights,number
2022-13-06,2022-13-06,day,K02000001,United Kingdom,"5,913",Number of flights,number
2022-14-06,2022-14-06,day,K02000001,United Kingdom,"5,726",Number of flights,number
2022-15-06,2022-15-06,day,K02000001,United Kingdom,"5,737",Number of flights,number
2022-16-06,2022-16-06,day,K02000001,United Kingdom,"5,861",Number of flights,number
2022-17-06,2022-17-06,day,K02000001,United Kingdom,"5,898",Number of flights,number
2022-18-06,2022-18-06,day,K02000001,United Kingdom,"5,098",Number of flights,number
2022-19-06,2022-19-06,day,K02000001,United Kingdom,"5,536",Number of flights,number
2022-20-06,2022-20-06,day,K02000001,United Kingdom,"5,791",Number of flights,number
2022-21-06,2022-21-06,day,K02000001,United Kingdom,"5,732",Number of flights,number
2022-22-06,2022-22-06,day,K02000001,United Kingdom,"5,669",Number of flights,number
2022-23-06,2022-23-06,day,K02000001,United Kingdom,"5,792",Number of flights,number
2022-24-06,2022-24-06,day,K02000001,United Kingdom,"5,907",Number of flights,number
2022-25-06,2022-25-06,day,K02000001,United Kingdom,"5,144",Number of flights,number
2022-26-06,2022-26-06,day,K02000001,United Kingdom,"5,484",Number of flights,number
2022-27-06,2022-27-06,day,K02000001,United Kingdom,"5,838",Number of flights,number
2022-28-06,2022-28-06,day,K02000001,United Kingdom,"5,724",Number of flights,number
2022-29-06,2022-29-06,day,K02000001,United Kingdom,"5,761",Number of flights,number
2022-30-06,2022-30-06,day,K02000001,United Kingdom,"5,716",Number of flights,number
2022-01-07,2022-01-07,day,K02000001,United Kingdom,"6,028",Number of flights,number
2022-02-07,2022-02-07,day,K02000001,United Kingdom,"5,259",Number of flights,number
2022-03-07,2022-03-07,day,K02000001,United Kingdom,"5,586",Number of flights,number
2022-04-07,2022-04-07,day,K02000001,United Kingdom,"5,883",Number of flights,number
2022-05-07,2022-05-07,day,K02000001,United Kingdom,"5,733",Number of flights,number
2022-06-07,2022-06-07,day,K02000001,United Kingdom,"5,823",Number of flights,number
2022-07-07,2022-07-07,day,K02000001,United Kingdom,"5,907",Number of flights,number
2022-08-07,2022-08-07,day,K02000001,United Kingdom,"6,084",Number of flights,number
2022-09-07,2022-09-07,day,K02000001,United Kingdom,"5,423",Number of flights,number
2022-10-07,2022-10-07,day,K02000001,United Kingdom,"5,608",Number of flights,number
2022-11-07,2022-11-07,day,K02000001,United Kingdom,"5,848",Number of flights,number
2022-12-07,2022-12-07,day,K02000001,United Kingdom,"5,752",Number of flights,number
2022-13-07,2022-13-07,day,K02000001,United Kingdom,"5,762",Number of flights,number
2022-14-07,2022-14-07,day,K02000001,United Kingdom,"5,845",Number of flights,number
2022-15-07,2022-15-07,day,K02000001,United Kingdom,"5,966",Number of flights,number
2022-16-07,2022-16-07,day,K02000001,United Kingdom,"5,388",Number of flights,number
2022-17-07,2022-17-07,day,K02000001,United Kingdom,"5,552",Number of flights,number
2022-18-07,2022-18-07,day,K02000001,United Kingdom,"5,827",Number of flights,number
2022-19-07,2022-19-07,day,K02000001,United Kingdom,"5,616",Number of flights,number
2022-20-07,2022-20-07,day,K02000001,United Kingdom,"5,666",Number of flights,number
2022-21-07,2022-21-07,day,K02000001,United Kingdom,"5,819",Number of flights,number
2022-22-07,2022-22-07,day,K02000001,United Kingdom,"5,985",Number of flights,number
2022-23-07,2022-23-07,day,K02000001,United Kingdom,"5,375",Number of flights,number
2022-24-07,2022-24-07,day,K02000001,United Kingdom,"5,497",Number of flights,number
2022-25-07,2022-25-07,day,K02000001,United Kingdom,"5,725",Number of flights,number
2022-26-07,2022-26-07,day,K02000001,United Kingdom,"5,598",Number of flights,number
2022-27-07,2022-27-07,day,K02000001,United Kingdom,"5,527",Number of flights,number
2022-28-07,2022-28-07,day,K02000001,United Kingdom,"5,702",Number of flights,number
2022-29-07,2022-29-07,day,K02000001,United Kingdom,"5,890",Number of flights,number
2022-30-07,2022-30-07,day,K02000001,United Kingdom,"5,371",Number of flights,number
2022-31-07,2022-31-07,day,K02000001,United Kingdom,"5,490",Number of flights,number
2022-01-08,2022-01-08,day,K02000001,United Kingdom,"5,735",Number of flights,number
2022-02-08,2022-02-08,day,K02000001,United Kingdom,"5,562",Number of flights,number
2022-03-08,2022-03-08,day,K02000001,United Kingdom,"5,564",Number of flights,number
2022-04-08,2022-04-08,day,K02000001,United Kingdom,"5,608",Number of flights,number
2022-05-08,2022-05-08,day,K02000001,United Kingdom,"5,801",Number of flights,number
2022-06-08,2022-06-08,day,K02000001,United Kingdom,"5,306",Number of flights,number
2022-07-08,2022-07-08,day,K02000001,United Kingdom,"5,443",Number of flights,number
2022-08-08,2022-08-08,day,K02000001,United Kingdom,"5,662",Number of flights,number
2022-09-08,2022-09-08,day,K02000001,United Kingdom,"5,517",Number of flights,number
2022-10-08,2022-10-08,day,K02000001,United Kingdom,"5,521",Number of flights,number
2022-11-08,2022-11-08,day,K02000001,United Kingdom,"5,635",Number of flights,number
2022-12-08,2022-12-08,day,K02000001,United Kingdom,"5,769",Number of flights,number
2022-13-08,2022-13-08,day,K02000001,United Kingdom,"5,244",Number of flights,number
2022-14-08,2022-14-08,day,K02000001,United Kingdom,"5,448",Number of flights,number
2022-15-08,2022-15-08,day,K02000001,United Kingdom,"5,637",Number of flights,number
2022-16-08,2022-16-08,day,K02000001,United Kingdom,"5,612",Number of flights,number
2022-17-08,2022-17-08,day,K02000001,United Kingdom,"5,350",Number of flights,number
2022-18-08,2022-18-08,day,K02000001,United Kingdom,"5,640",Number of flights,number
2022-19-08,2022-19-08,day,K02000001,United Kingdom,"5,826",Number of flights,number
2022-20-08,2022-20-08,day,K02000001,United Kingdom,"5,303",Number of flights,number
2022-21-08,2022-21-08,day,K02000001,United Kingdom,"5,449",Number of flights,number
2022-22-08,2022-22-08,day,K02000001,United Kingdom,"5,702",Number of flights,number
2022-23-08,2022-23-08,day,K02000001,United Kingdom,"5,490",Number of flights,number
2022-24-08,2022-24-08,day,K02000001,United Kingdom,"5,675",Number of flights,number
2022-25-08,2022-25-08,day,K02000001,United Kingdom,"5,720",Number of flights,number
2022-26-08,2022-26-08,day,K02000001,United Kingdom,"5,921",Number of flights,number
2022-27-08,2022-27-08,day,K02000001,United Kingdom,"5,276",Number of flights,number
2022-28-08,2022-28-08,day,K02000001,United Kingdom,"5,545",Number of flights,number
2022-29-08,2022-29-08,day,K02000001,United Kingdom,"5,696",Number of flights,number
2022-30-08,2022-30-08,day,K02000001,United Kingdom,"5,773",Number of flights,number
2022-31-08,2022-31-08,day,K02000001,United Kingdom,"5,715",Number of flights,number
2022-01-09,2022-01-09,day,K02000001,United Kingdom,"5,881",Number of flights,number
2022-02-09,2022-02-09,day,K02000001,United Kingdom,"5,945",Number of flights,number
2022-03-09,2022-03-09,day,K02000001,United Kingdom,"5,343",Number of flights,number
2022-04-09,2022-04-09,day,K02000001,United Kingdom,"5,606",Number of flights,number
2022-05-09,2022-05-09,day,K02000001,United Kingdom,"5,826",Number of flights,number
2022-06-09,2022-06-09,day,K02000001,United Kingdom,"5,633",Number of flights,number
2022-07-09,2022-07-09,day,K02000001,United Kingdom,"5,697",Number of flights,number
2022-08-09,2022-08-09,day,K02000001,United Kingdom,"5,597",Number of flights,number
2022-09-09,2022-09-09,day,K02000001,United Kingdom,"5,783",Number of flights,number
2022-10-09,2022-10-09,day,K02000001,United Kingdom,"5,158",Number of flights,number
2022-11-09,2022-11-09,day,K02000001,United Kingdom,"5,535",Number of flights,number
2022-12-09,2022-12-09,day,K02000001,United Kingdom,"5,768",Number of flights,number
2022-13-09,2022-13-09,day,K02000001,United Kingdom,"5,639",Number of flights,number
2022-14-09,2022-14-09,day,K02000001,United Kingdom,"5,674",Number of flights,number
2022-15-09,2022-15-09,day,K02000001,United Kingdom,"5,812",Number of flights,number
2022-16-09,2022-16-09,day,K02000001,United Kingdom,"5,477",Number of flights,number
2022-17-09,2022-17-09,day,K02000001,United Kingdom,"5,257",Number of flights,number
2022-18-09,2022-18-09,day,K02000001,United Kingdom,"5,518",Number of flights,number
2022-19-09,2022-19-09,day,K02000001,United Kingdom,"5,255",Number of flights,number
2022-20-09,2022-20-09,day,K02000001,United Kingdom,"5,606",Number of flights,number
2022-21-09,2022-21-09,day,K02000001,United Kingdom,"5,623",Number of flights,number
2022-22-09,2022-22-09,day,K02000001,United Kingdom,"5,812",Number of flights,number
2022-23-09,2022-23-09,day,K02000001,United Kingdom,"5,918",Number of flights,number
2022-24-09,2022-24-09,day,K02000001,United Kingdom,"5,061",Number of flights,number
